@relation missing_fixed(2)-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0

@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Temp numeric
@attribute TMax numeric
@attribute Tmin numeric
@attribute SLP numeric
@attribute Humidity numeric
@attribute PPresure numeric
@attribute VVisiblity numeric
@attribute VavgWindSpeed numeric
@attribute VMWindSpeed numeric
@attribute VGspeed numeric
@attribute RAin numeric
@attribute SNow numeric
@attribute TStrom numeric
@attribute FoG numeric
@attribute NowCast numeric
@attribute Raw numeric
@attribute AQI_CATEGORY {'very unhealthy ',hazardous,moderate,good,'moderate unhealthy ',unhealthy}

@data
2017,12,16,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,145.733333,149,good
2018,9,3,30.6,32.2,25.8,1003.1,76,0.25,4.8,5.6,9.4,0,10,0,6,0,77.74,98.5,good
2018,11,10,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,236.858333,240.125,good
2018,5,29,29.2,35.4,24.5,1001.6,61,0,5.1,2.6,9.4,0,15,0,12,0,32.3,31.333333,good
2017,5,3,30.3,35.1,25.8,1008.9,72,0,5,0.9,3.5,0,10,0,6,0,92.304167,91.125,good
2018,1,9,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,198.4625,195.791667,good
2017,9,1,28.7,30.8,25.6,1004.2,85,0,4.8,0,3.5,0,15,0,9,0,19.058333,18.458333,good
2017,4,1,29.3,33.8,26,1006.4,71,0,5.1,6.3,9.4,0,9,0,7,0,33.291667,33.875,good
2016,4,12,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,63.475,64.333333,good
2017,11,2,26.2,31.1,21,1011,66,0,4,0.9,5.4,0,3,0,0,0,61.8375,62.958333,good
2018,1,30,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,281.133333,276.958333,good
2018,4,7,26.7,32,22.2,1009.5,70,6.1,4,3.1,13,0,10,0,13,0,52.226087,39.217391,good
2018,3,13,26.5,34.2,22,1009.2,61,0,4.3,2.4,5.4,0,2,0,0,0,66.070833,64,good
2017,2,11,23.7,29.4,18.5,1011.2,58,0.51,3.8,1.3,3.8,0,0,0,0,1,184.9625,181.375,good
2017,7,31,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,50.1375,49.25,good
2018,12,10,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,156.695833,155.666667,good
2019,1,23,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,189.808333,248.833333,good
2016,9,30,29,32.7,26.7,1004.3,81.9,143.77,4.6,0.9,4.3,0,18,0,6,0,40.6875,41.5,good
2017,5,12,29.9,34.3,25.6,1004.6,72.4,201.69,5.1,2.2,7,0,10,0,6,0,56.270833,57.708333,good
2017,7,17,31.4,35.4,27.5,998.7,74,7.37,5,0.6,3.5,0,14,0,8,0,26.6,102.25,good
2018,3,29,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,0,2,0,0,0,69.4375,65.375,good
2017,3,21,23.1,28.9,18,1012.5,65,0,4.3,0,5.8,0,5,0,6,1,99.716667,101.041667,good
2017,4,7,29.4,34,23,1006.5,75,0,4.8,2.6,5.4,0,9,0,7,0,68.741667,67.583333,good
2016,3,8,26.6,32.7,22.5,1009.5,56,0,3.1,3,9.4,0,8,0,5,1,118.579167,114.541667,good
2016,7,14,30.5,34.5,27.4,999.7,75,0,4.8,2.6,3.5,0,22,0,4,0,30.258333,29.958333,good
2016,1,26,16.2,22.1,10.2,1015.1,58,0,1.9,1.1,3.5,0,1,0,0,11,77.74,78.47,good
2016,5,1,30.4,34.3,25.1,1003.8,69,9.91,4.5,5.4,5.4,0,11,0,9,0,46.841667,46.958333,good
2017,3,22,24.7,31.2,18.3,1011.1,61,0,4.7,1.5,3.5,0,5,0,6,1,107.775,109.75,good
2017,4,1,29.3,33.8,26,1006.4,71,0,5.1,6.3,9.4,0,9,0,7,0,33.291667,33.875,good
2016,5,29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,49.825,51.333333,good
2019,9,4,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,0,21,0,9,0,16.079167,16.166667,good
2016,12,26,22.9,27.5,18.5,1012.3,74,0,2.6,0.9,3.5,0,0,0,0,0,216.0875,217.041667,good
2016,1,17,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,good
2017,3,22,24.7,31.2,18.3,1011.1,61,0,4.7,1.5,3.5,0,5,0,6,1,107.775,109.75,good
2018,1,2,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,172.229167,169.041667,good
2018,9,20,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,0,10,0,6,0,77.74,98.5,good
2019,9,15,30.9,35,27.4,1004.9,73,0,4.8,2.8,5.4,0,21,0,9,0,29.854167,29.291667,good
2016,6,15,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,46.179167,45.958333,good
2016,9,24,29,32.7,26.7,1004.3,81.9,143.77,4.6,0.9,4.3,0,18,0,6,0,24.779167,25.708333,good
2018,11,4,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,87.1125,86.208333,good
2016,2,28,27.1,31.3,20.6,1015.7,52,0,2.9,0.7,3.5,0,2,0,0,8,77.74,78.47,good
2016,1,26,16.2,22.1,10.2,1015.1,58,0,1.9,1.1,3.5,0,1,0,0,11,77.74,78.47,good
2018,9,3,30.6,32.2,25.8,1003.1,76,0.25,4.8,5.6,9.4,0,10,0,6,0,77.74,98.5,good
2018,2,2,20.8,25.8,17.6,1011.8,73,0,1.3,0,5.6,0,1,0,1,4,288.604167,285.708333,good
2016,2,3,24,27.8,17.6,1014.1,46,0,2.4,1.9,5.4,0,2,0,0,8,77.74,78.47,good
2017,12,24,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,184.833333,182.625,good
2017,3,21,23.1,28.9,18,1012.5,65,0,4.3,0,5.8,0,5,0,6,1,99.716667,101.041667,good
2016,3,30,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,77.645833,77.875,good
2016,4,12,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,63.475,64.333333,good
2016,5,29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,49.825,51.333333,good
2017,4,7,29.4,34,23,1006.5,75,0,4.8,2.6,5.4,0,9,0,7,0,68.741667,67.583333,good
2017,9,25,30.4,33.9,28.6,1003.6,83,4.83,4,0,4.7,0,15,0,9,0,62.583333,19.708333,good
2018,5,19,27.9,32.4,23.6,1005.5,76.6,333.76,4.6,4.2,9.2,0,15,0,12,0,39.033333,39.625,good
2016,5,29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,49.825,51.333333,good
2019,9,7,29.1,32.5,27,1001.2,82,0.25,4.7,7.8,9.4,0,21,0,9,0,18.1375,18.416667,good
2017,4,16,28,32.7,23.4,1006.4,72.2,230.38,4.8,3.5,8.1,0,9,0,7,0,34.2125,34.541667,good
2018,3,10,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,0,2,0,0,0,156.879167,155.958333,good
2019,10,20,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,79.225,78.541667,good
2017,10,5,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,49.4625,47.833333,good
2016,8,6,29.5,33.2,26.8,1001.3,78.1,172.98,4.8,2.1,5.5,0,18,0,4,0,21.091667,20.958333,good
2018,1,30,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,281.133333,276.958333,good
2018,11,4,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,87.1125,86.208333,good
2017,9,5,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,42.7375,42.75,good
2018,6,1,26.7,32,23.6,1006.1,87,1.52,3.9,4.3,9.4,0,20,0,11,0,32.616667,32.25,good
2016,12,26,22.9,27.5,18.5,1012.3,74,0,2.6,0.9,3.5,0,0,0,0,0,216.0875,217.041667,good
2018,2,2,20.8,25.8,17.6,1011.8,73,0,1.3,0,5.6,0,1,0,1,4,288.604167,285.708333,good
2019,9,15,30.9,35,27.4,1004.9,73,0,4.8,2.8,5.4,0,21,0,9,0,29.854167,29.291667,good
2019,8,18,30,33.7,27,1000.7,78.3,218.45,4.7,4.1,8.5,0,17,1,1,0,16.3375,16.125,good
2016,7,10,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,18.970833,18.666667,good
2018,3,29,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,0,2,0,0,0,69.4375,65.375,good
2017,6,4,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,37.804167,38.083333,good
2018,1,30,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,281.133333,276.958333,good
2016,5,29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,49.825,51.333333,good
2016,5,29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,49.825,51.333333,good
2016,5,14,28.8,34,22.6,1006.2,77,2.03,4,3,9.4,0,11,0,9,0,44.145833,45.125,good
2018,1,2,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,172.229167,169.041667,good
2017,4,16,28,32.7,23.4,1006.4,72.2,230.38,4.8,3.5,8.1,0,9,0,7,0,34.2125,34.541667,good
2018,5,24,28.7,32,25.8,1003.7,82,0.51,4.5,5,11.1,0,15,0,12,0,43.383333,44.5,good
2016,7,3,27.8,31.3,26.6,998.5,92,28.7,3.5,2.4,3.5,0,22,0,4,0,25.258333,25.916667,good
2016,8,6,29.5,33.2,26.8,1001.3,78.1,172.98,4.8,2.1,5.5,0,18,0,4,0,21.091667,20.958333,good
2016,1,10,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,good
2018,12,19,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,53.795833,54.833333,good
2018,6,25,27.8,31.3,26.4,998.7,87,30.48,4.3,2.4,11.1,0,20,0,11,0,32.7875,52.125,good
2016,2,2,22.1,28.5,16.8,1015.2,68,0,1.6,1.9,5.4,0,2,0,0,8,77.74,78.47,good
2016,4,27,32.1,36.8,28.2,1006,65,0,4.8,4.3,5.4,0,5,0,2,0,41.541667,41.958333,good
2017,8,20,30.6,33.5,27.5,1003.6,72,0,5.3,1.5,3.5,0,19,0,9,0,27.879167,28,good
2019,9,3,30.6,34.6,26.7,1000.3,74,0,5.3,5.7,9.4,0,21,0,9,0,13.925,13.333333,good
2019,7,12,29.3,32.8,26.9,1000.3,81.9,360.4,4.5,4.7,9.6,0,21,0,9,0,26.883333,28.583333,good
2017,9,5,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,42.7375,42.75,good
2017,7,6,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,29.433333,29.166667,good
2017,4,1,29.3,33.8,26,1006.4,71,0,5.1,6.3,9.4,0,9,0,7,0,33.291667,33.875,good
2016,4,28,31.6,36.5,28.2,1004.4,67,0,4.5,3.3,5.4,0,5,0,2,0,44.5,44.333333,good
2019,10,20,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,79.225,78.541667,good
2016,7,3,27.8,31.3,26.6,998.5,92,28.7,3.5,2.4,3.5,0,22,0,4,0,25.258333,25.916667,good
2016,12,27,21.3,26.5,18.3,1013.6,70,0,2.9,1.5,3.5,0,0,0,0,0,166.545833,161.125,good
2018,3,10,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,0,2,0,0,0,156.879167,155.958333,good
2017,4,25,29.9,34,20,1003.2,77,17.53,5.1,6.3,11.1,0,9,0,7,0,64.841667,64.541667,good
2018,5,24,28.7,32,25.8,1003.7,82,0.51,4.5,5,11.1,0,15,0,12,0,43.383333,44.5,good
2017,3,11,25,30.1,20.1,1009.5,64.5,98.81,4.2,1.8,5.8,0,5,0,6,1,45.570833,47.541667,good
2016,3,8,26.6,32.7,22.5,1009.5,56,0,3.1,3,9.4,0,8,0,5,1,118.579167,114.541667,good
2019,8,1,29.9,33.2,27,1000.3,77,0,4.8,3.5,9.4,0,17,1,1,0,27.9125,27.666667,good
2016,6,15,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,46.179167,45.958333,good
2018,9,20,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,0,10,0,6,0,77.74,98.5,good
2019,9,1,31.3,36.3,25.4,1000.3,74,40.39,4.8,1.3,5.4,0,21,0,9,0,45.8125,44.708333,good
2017,12,13,23.7,28.7,19.2,1013.5,81,0,1.9,0,4.4,0,3,0,0,7,202.579167,208.333333,good
2019,8,6,30,33.7,27,1000.7,78.3,218.45,4.7,4.1,8.5,0,17,1,1,0,28.329167,26.416667,good
2017,6,7,31.1,35.5,27.7,1002.7,77,1.27,5.5,1.1,3.5,0,7,0,6,0,54.55,53.625,good
2018,11,12,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,153.95,151.666667,good
2016,7,10,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,18.970833,18.666667,good
2016,1,9,21.7,25,18.4,1013.2,80,0,1,0.9,3.5,0,1,0,0,11,77.74,78.47,good
2018,5,12,27.9,32.4,23.6,1005.5,76.6,333.76,4.6,4.2,9.2,0,15,0,12,0,45.425,47.208333,good
2019,7,7,29.3,32.8,26.9,1000.3,81.9,360.4,4.5,4.7,9.6,0,21,0,9,0,31.029167,33.25,good
2019,10,12,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,70.804167,72.791667,good
2017,4,16,28,32.7,23.4,1006.4,72.2,230.38,4.8,3.5,8.1,0,9,0,7,0,34.2125,34.541667,good
2018,1,22,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,225.241667,220.458333,good
2017,4,25,29.9,34,20,1003.2,77,17.53,5.1,6.3,11.1,0,9,0,7,0,64.841667,64.541667,good
2019,5,24,28.3,33.5,22.4,1003.7,81,28.19,4.8,10.4,33.5,0,3,0,2,0,33.475,31.833333,good
2017,11,2,26.2,31.1,21,1011,66,0,4,0.9,5.4,0,3,0,0,0,61.8375,62.958333,good
2017,12,25,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,156.920833,155.041667,good
2017,9,1,28.7,30.8,25.6,1004.2,85,0,4.8,0,3.5,0,15,0,9,0,19.058333,18.458333,good
2019,10,22,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,85.541667,96.5,good
2018,11,10,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,236.858333,240.125,good
2017,6,22,29.6,32.4,27.4,1000.4,81,0,5.3,0.9,3.5,0,7,0,6,0,35.725,36.083333,good
2018,5,12,27.9,32.4,23.6,1005.5,76.6,333.76,4.6,4.2,9.2,0,15,0,12,0,45.425,47.208333,good
2016,2,28,27.1,31.3,20.6,1015.7,52,0,2.9,0.7,3.5,0,2,0,0,8,77.74,78.47,good
2016,5,29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,49.825,51.333333,good
2016,8,6,29.5,33.2,26.8,1001.3,78.1,172.98,4.8,2.1,5.5,0,18,0,4,0,21.091667,20.958333,good
2019,8,18,30,33.7,27,1000.7,78.3,218.45,4.7,4.1,8.5,0,17,1,1,0,16.3375,16.125,good
2017,7,6,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,29.433333,29.166667,good
2019,8,19,30.6,34.6,27.2,1005,72,0,4.7,4.8,9.4,0,17,1,1,0,29.595833,30.166667,good
2018,6,11,29.4,33.4,25.6,999.6,81,304.3,4.5,3.5,10.4,0,20,0,11,0,19.395833,19.791667,good
2018,1,22,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,225.241667,220.458333,good
2019,9,7,29.1,32.5,27,1001.2,82,0.25,4.7,7.8,9.4,0,21,0,9,0,18.1375,18.416667,good
2019,9,3,30.6,34.6,26.7,1000.3,74,0,5.3,5.7,9.4,0,21,0,9,0,13.925,13.333333,good
2018,9,19,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,0,10,0,6,0,77.74,98.5,good
2016,1,17,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,good
2017,3,10,24.6,32,19.8,1007,81,38.1,3.2,8.9,37,0,5,0,6,1,83.3,81.291667,good
2017,7,17,31.4,35.4,27.5,998.7,74,7.37,5,0.6,3.5,0,14,0,8,0,26.6,102.25,good
2017,10,30,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,78.1,51.525,good
2019,8,19,30.6,34.6,27.2,1005,72,0,4.7,4.8,9.4,0,17,1,1,0,29.595833,30.166667,good
2017,7,11,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,34.141667,35.041667,'moderate unhealthy '
2016,10,3,28.3,33,25.4,1006.9,74.3,73.9,4.6,0.9,4.4,0,11,0,6,0,55.1375,54.791667,'moderate unhealthy '
2018,8,12,29.8,33.6,27.1,1000,77.6,166.12,4.6,3.2,8,0,19,0,4,0,35.6625,35.875,'moderate unhealthy '
2016,6,21,30.4,34.2,27.6,1004.2,73,1.78,4.3,2.8,5.4,0,4,0,3,0,22.983333,23.333333,'moderate unhealthy '
2016,9,9,30.6,33.2,27.5,1005.4,69,0,5,3,5.4,0,18,0,6,0,51.529167,51.416667,'moderate unhealthy '
2018,1,21,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,209.325,211.958333,'moderate unhealthy '
2019,10,1,26.9,30.2,25.6,1007.9,90,45.72,4.2,3,9.4,0,8,0,6,0,32.683333,32.958333,'moderate unhealthy '
2016,9,23,29.4,34,25.6,1005.5,75,0,4.7,0.6,3.5,0,18,0,6,0,32.270833,31.291667,'moderate unhealthy '
2016,7,19,28.3,31.5,26.4,1002.1,87,6.1,4.7,0.7,3.5,0,22,0,4,0,35.604167,36.083333,'moderate unhealthy '
2018,11,24,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,125.1,125.458333,'moderate unhealthy '
2018,8,5,29.8,33.6,27.1,1000,77.6,166.12,4.6,3.2,8,0,19,0,4,0,25.166667,186.541667,'moderate unhealthy '
2018,6,3,28,34.2,25.4,1002.2,86,39.62,4.2,0.7,5.4,0,20,0,11,0,56.8625,57.75,'moderate unhealthy '
2019,6,8,29.3,33.5,26.5,1003,78,0,4.7,3.5,9.4,0,15,0,11,0,18.845833,19.041667,'moderate unhealthy '
2018,12,6,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,174.745833,178.041667,'moderate unhealthy '
2019,5,28,31.5,36.1,25.2,1002.7,68,0,5.3,3.9,5.4,0,3,0,2,0,61.716667,61.458333,'moderate unhealthy '
2018,8,15,31.3,34.8,27.6,1000.6,67,0,5,6.5,11.1,0,19,0,4,0,13.5125,12.75,'moderate unhealthy '
2018,12,6,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,174.745833,178.041667,'moderate unhealthy '
2019,5,28,31.5,36.1,25.2,1002.7,68,0,5.3,3.9,5.4,0,3,0,2,0,61.716667,61.458333,'moderate unhealthy '
2018,1,12,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,250.016667,248.708333,'moderate unhealthy '
2019,9,28,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,0,21,0,9,0,38.145833,38.166667,'moderate unhealthy '
2019,1,19,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,267.220833,260.333333,'moderate unhealthy '
2019,6,21,29.8,33.4,26.4,1001.1,79,246.36,4.8,4.5,11.2,0,15,0,11,0,33.325,33.166667,'moderate unhealthy '
2019,10,11,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,22.891667,23.333333,'moderate unhealthy '
2019,6,12,29.8,33.4,26.4,1001.1,79,246.36,4.8,4.5,11.2,0,15,0,11,0,29.391667,29.125,'moderate unhealthy '
2019,7,14,27.3,29.6,24.4,1000.1,89,57.91,4.2,3.7,9.4,0,21,0,9,0,34.358333,34.416667,'moderate unhealthy '
2019,5,9,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,0,3,0,2,0,56.504167,56.291667,'moderate unhealthy '
2018,12,23,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,181.275,180.791667,'moderate unhealthy '
2019,6,12,29.8,33.4,26.4,1001.1,79,246.36,4.8,4.5,11.2,0,15,0,11,0,29.391667,29.125,'moderate unhealthy '
2016,7,13,27.6,33.5,19.5,1000.2,94,21.34,4.5,1.5,3.5,0,22,0,4,0,26.55,27.333333,'moderate unhealthy '
2019,10,14,29,33.8,24.1,1011,64,0,4.8,0,9.4,0,8,0,6,0,70.170833,69.375,'moderate unhealthy '
2016,10,6,28.3,33,25.4,1006.9,74.3,73.9,4.6,0.9,4.4,0,11,0,6,0,71.666667,72.666667,'moderate unhealthy '
2019,5,16,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,0,3,0,2,0,45.616667,44.958333,'moderate unhealthy '
2019,9,19,30.4,35.6,26.7,1008.5,73,0,4.8,0,7.3,0,21,0,9,0,74.0625,75.291667,'moderate unhealthy '
2017,9,26,30.2,32.8,27.9,1004.5,84,0.25,4.3,0.9,3.5,0,15,0,9,0,77.429167,80.333333,'moderate unhealthy '
2016,1,8,21.2,26.8,14.4,1014.5,68,0,1.9,1.1,3.5,0,1,0,0,11,77.74,78.47,'moderate unhealthy '
2018,8,1,27.9,32.5,26.6,998.5,86,25.15,4,1.3,5.4,0,19,0,4,0,22.404167,140.375,'moderate unhealthy '
2017,12,10,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,13.779167,14.208333,'moderate unhealthy '
2016,11,10,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,0,4,0,1,0,91.8875,94.541667,'moderate unhealthy '
2019,8,26,30.8,35.1,27.7,1002,70,0,5,4.4,9.4,0,17,1,1,0,37.270833,38.208333,'moderate unhealthy '
2018,2,17,22.3,28.3,16.1,1011,56,0,4,1.1,5.4,0,1,0,1,4,154.416667,157.083333,'moderate unhealthy '
2017,10,19,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,27.7125,27.333333,'moderate unhealthy '
2017,10,27,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,91.325,90.916667,'moderate unhealthy '
2016,11,29,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,0,4,0,1,0,111.591667,110,'moderate unhealthy '
2016,11,29,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,0,4,0,1,0,111.591667,110,'moderate unhealthy '
2019,6,9,27.7,28,27,1001.6,92,27.43,4,3.7,9.4,0,15,0,11,0,22.9375,23.458333,'moderate unhealthy '
2017,9,16,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,53.745833,9.041667,'moderate unhealthy '
2018,11,3,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,83.620833,83,'moderate unhealthy '
2016,3,24,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,110.6625,111.416667,'moderate unhealthy '
2018,8,3,28.3,32.6,25.6,999.8,82,16.51,4.3,2.4,5.4,0,19,0,4,0,44.691667,84.583333,'moderate unhealthy '
2019,5,9,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,0,3,0,2,0,56.504167,56.291667,'moderate unhealthy '
2019,9,28,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,0,21,0,9,0,38.145833,38.166667,'moderate unhealthy '
2017,9,16,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,53.745833,9.041667,'moderate unhealthy '
2016,10,16,29.3,34.4,25.6,1008,60,0,4.5,1.5,5.4,0,11,0,6,0,59.675,58.625,'moderate unhealthy '
2019,7,14,27.3,29.6,24.4,1000.1,89,57.91,4.2,3.7,9.4,0,21,0,9,0,34.358333,34.416667,'moderate unhealthy '
2019,5,19,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,0,3,0,2,0,63.8,65.041667,'moderate unhealthy '
2016,8,13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,0,18,0,4,0,42.108333,42.75,'moderate unhealthy '
2017,8,6,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,37.0625,36.833333,'moderate unhealthy '
2016,10,3,28.3,33,25.4,1006.9,74.3,73.9,4.6,0.9,4.4,0,11,0,6,0,55.1375,54.791667,'moderate unhealthy '
2016,12,20,21.2,26.8,18.2,1013.1,67,0,3.9,0.7,3.5,0,0,0,0,0,169.841667,168.791667,'moderate unhealthy '
2018,11,24,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,125.1,125.458333,'moderate unhealthy '
2016,6,26,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,45.2,45.291667,'moderate unhealthy '
2017,7,14,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,23.670833,19.541667,'moderate unhealthy '
2019,1,19,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,267.220833,260.333333,'moderate unhealthy '
2017,8,6,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,37.0625,36.833333,'moderate unhealthy '
2018,12,23,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,181.275,180.791667,'moderate unhealthy '
2018,12,6,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,174.745833,178.041667,'moderate unhealthy '
2018,3,28,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,0,2,0,0,0,40.885714,40.142857,'moderate unhealthy '
2018,12,23,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,181.275,180.791667,'moderate unhealthy '
2017,9,26,30.2,32.8,27.9,1004.5,84,0.25,4.3,0.9,3.5,0,15,0,9,0,77.429167,80.333333,'moderate unhealthy '
