@relation missing_fixed(2)-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0

@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute Temp numeric
@attribute TMax numeric
@attribute Tmin numeric
@attribute SLP numeric
@attribute Humidity numeric
@attribute PPresure numeric
@attribute VVisiblity numeric
@attribute VavgWindSpeed numeric
@attribute VMWindSpeed numeric
@attribute VGspeed numeric
@attribute RAin numeric
@attribute SNow numeric
@attribute TStrom numeric
@attribute FoG numeric
@attribute NowCast numeric
@attribute Raw numeric
@attribute AQI_CATEGORY {'very unhealthy ',hazardous,moderate,good,'moderate unhealthy ',unhealthy}

@data
2017,12,3,22.3,28.5,18,1012.5,56,0,4.2,0,4.4,0,3,0,0,7,105.566667,104.958333,hazardous
2019,10,29,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,73.470833,74.375,hazardous
2019,1,14,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,157.770833,162.708333,hazardous
2018,12,14,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,143.066667,178.833333,hazardous
2018,4,14,26.5,34.1,22,1007.4,75,42.42,4.2,4.1,14.8,0,10,0,13,0,17.08,18.8,hazardous
2016,10,24,28.3,33,25.4,1006.9,74.3,73.9,4.6,0.9,4.4,0,11,0,6,0,74.416667,75.166667,hazardous
2016,4,9,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,53.166667,52.375,hazardous
2017,2,9,23.7,29.4,18.5,1011.2,58,0.51,3.8,1.3,3.8,0,0,0,0,1,144.391667,146.833333,hazardous
2017,1,23,20.8,26.2,15.5,1013.5,62.8,0,3.2,1.6,4.2,0,0,0,0,1,211.604167,213.416667,hazardous
2017,1,23,20.8,26.2,15.5,1013.5,62.8,0,3.2,1.6,4.2,0,0,0,0,1,211.604167,213.416667,hazardous
2019,1,22,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,204.831579,139.421053,hazardous
2016,12,13,21.6,27.6,17.2,1013.3,70,0,3.5,1.2,3.6,0,0,0,0,0,150.495833,152.375,hazardous
2016,3,16,27.8,32.4,22.7,1010.4,49,0,3.9,1.5,5.4,0,8,0,5,1,145.05,144.291667,hazardous
2019,7,25,29.3,32.8,26.9,1000.3,81.9,360.4,4.5,4.7,9.6,0,21,0,9,0,63.616667,63.666667,hazardous
2017,11,20,26.3,30.7,20.5,1011.3,61,0,4.5,1.1,3.5,0,3,0,0,0,110.404167,115.166667,hazardous
2016,7,31,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,34.758333,34.125,hazardous
2017,8,7,29.4,32.4,26,1004.1,78,5.08,5.1,0.7,3.5,0,19,0,9,0,27.8625,27.875,hazardous
2019,7,24,29.9,34.6,26.8,1001.6,80,11.94,4.5,4.8,9.4,0,21,0,9,0,19.116667,19.666667,hazardous
2017,1,10,20.8,26.2,15.5,1013.5,62.8,0,3.2,1.6,4.2,0,0,0,0,1,187.191667,183.958333,hazardous
2018,11,11,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,162.770833,161,hazardous
2017,12,8,22.7,25.6,20.4,1012.1,69,0,3.9,0,4.4,0,3,0,0,7,86.745833,87.583333,hazardous
2017,10,29,24.9,30.4,20.5,1013.8,71,0,3.9,0,6.3,0,9,0,1,0,85.020833,84.125,hazardous
2016,3,7,26.7,33,20.2,1010.1,57,0,3.4,2.2,9.4,0,8,0,5,1,95.604167,101.583333,hazardous
2017,11,26,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,145.583333,145.833333,hazardous
2017,1,8,20.8,27,13.8,1011.6,59,0,3.5,0.9,3.5,0,0,0,0,1,193.25,194.38,hazardous
2017,5,22,29.9,34.3,25.6,1004.6,72.4,201.69,5.1,2.2,7,0,10,0,6,0,48.229167,48,hazardous
2019,10,29,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,73.470833,74.375,hazardous
2018,7,18,29.4,32.6,26.7,998.9,81,354.84,4.5,3.7,7.9,0,22,0,5,0,25.729167,16.166667,hazardous
2017,11,9,25.7,31.2,21.2,1010.4,67,0,4.5,0.6,3.5,0,3,0,0,0,68.566667,72.791667,hazardous
2019,1,27,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,137.2375,135.833333,hazardous
2018,3,8,26.5,32,17.5,1011.4,39,0,4.5,1.9,5.4,0,2,0,0,0,101.675,102.083333,hazardous
2017,11,5,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,42.5875,43.375,hazardous
2017,7,10,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,31.741667,31.666667,hazardous
2018,12,22,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,162.275,165.541667,hazardous
2018,7,4,29.4,32.6,26.7,998.9,81,354.84,4.5,3.7,7.9,0,22,0,5,0,26.929167,27.791667,hazardous
2016,2,26,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,hazardous
2016,10,21,28.8,35.8,25.5,1006,62,0,4.8,1.5,3.5,0,11,0,6,0,68.425,69.291667,hazardous
2018,6,14,32.4,35.6,27.6,995.3,77,0,4.8,4.4,5.4,0,20,0,11,0,49.833333,49.666667,hazardous
2019,8,23,30,33.7,27,1000.7,78.3,218.45,4.7,4.1,8.5,0,17,1,1,0,34.379167,51.708333,hazardous
2017,8,7,29.4,32.4,26,1004.1,78,5.08,5.1,0.7,3.5,0,19,0,9,0,27.8625,27.875,hazardous
2016,3,11,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,101.025,100.541667,hazardous
2018,1,23,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,200.5,200.208333,hazardous
2016,3,20,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,87.645833,87.666667,hazardous
2017,4,20,26.2,29.6,21.5,1005.9,76,1.52,4.2,3.7,7.6,0,9,0,7,0,40.870833,41.791667,hazardous
2018,3,3,27.4,33.8,22,1005.6,63,0,3.7,2.8,5.4,0,2,0,0,0,87.316667,84,hazardous
2016,9,4,29,32.7,26.7,1004.3,81.9,143.77,4.6,0.9,4.3,0,18,0,6,0,31.1,30.5,hazardous
2017,4,17,28,32.7,23.4,1006.4,72.2,230.38,4.8,3.5,8.1,0,9,0,7,0,76.341667,78.083333,hazardous
2017,11,30,23.4,28.3,18.4,1011.9,56,0,3.7,0.9,3.5,0,3,0,0,0,152.466667,148.666667,hazardous
2019,1,7,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,185.575,182.833333,hazardous
2016,7,29,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,69.095833,68.958333,hazardous
2016,2,25,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,hazardous
2017,1,15,20.8,26.2,15.5,1013.5,62.8,0,3.2,1.6,4.2,0,0,0,0,1,177.195833,177.5,hazardous
2016,5,23,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,0,11,0,9,0,43.495833,44.708333,hazardous
2018,5,27,27.9,32.4,23.6,1005.5,76.6,333.76,4.6,4.2,9.2,0,15,0,12,0,20.595833,20.791667,hazardous
2016,1,13,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,hazardous
2017,7,2,28.6,32.2,26.9,998.2,89,21.08,3.9,3.5,5.4,0,14,0,8,0,15.933333,16.625,hazardous
2019,8,20,30.9,34.4,27.8,1003.1,73,0,4.8,1.9,5.4,0,17,1,1,0,21.479167,21.25,hazardous
2017,1,10,20.8,26.2,15.5,1013.5,62.8,0,3.2,1.6,4.2,0,0,0,0,1,187.191667,183.958333,hazardous
2016,7,12,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,23.9125,24.041667,hazardous
2018,12,14,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,143.066667,178.833333,hazardous
2017,8,16,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,63.7375,19.25,hazardous
2016,5,2,26.3,33,22.7,1005.9,68,0,4.2,5.4,14.8,0,11,0,9,0,47.966667,48.291667,hazardous
2016,12,18,21.6,27.6,17.2,1013.3,70,0,3.5,1.2,3.6,0,0,0,0,0,196.533333,194.916667,hazardous
2019,7,24,29.9,34.6,26.8,1001.6,80,11.94,4.5,4.8,9.4,0,21,0,9,0,19.116667,19.666667,hazardous
2018,7,21,28.8,31.3,27.4,998.2,83,2.03,4.2,7.6,11.1,0,22,0,5,0,10.754167,31.291667,hazardous
2017,2,16,23.7,29.4,18.5,1011.2,58,0.51,3.8,1.3,3.8,0,0,0,0,1,178.875,211.541667,hazardous
2016,5,28,26.9,29,24.9,1002.5,83,8.64,4,2,5.4,0,11,0,9,0,40.579167,40,hazardous
2019,1,12,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,203.983333,206.75,hazardous
2018,12,13,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,195.483333,190.625,hazardous
2019,8,20,30.9,34.4,27.8,1003.1,73,0,4.8,1.9,5.4,0,17,1,1,0,21.479167,21.25,hazardous
2017,12,8,22.7,25.6,20.4,1012.1,69,0,3.9,0,4.4,0,3,0,0,7,86.745833,87.583333,hazardous
2016,3,2,26.2,32,21.6,1014.5,56,0,3.9,1.5,3.5,0,8,0,5,1,169.825,165.041667,hazardous
2018,3,8,26.5,32,17.5,1011.4,39,0,4.5,1.9,5.4,0,2,0,0,0,101.675,102.083333,hazardous
2016,6,24,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,24.695833,24.5,hazardous
2019,9,25,25.9,30.6,24.2,1015,90,9.91,4.3,1.1,9.4,0,21,0,9,0,19.5875,19.25,hazardous
2016,3,10,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,0,8,0,5,1,110.395833,108.916667,hazardous
2016,2,5,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,hazardous
2016,2,7,22.4,28.4,13.6,1014.5,51,0,2.3,0.6,4.6,0,2,0,0,8,77.74,78.47,hazardous
2016,11,15,23.8,29.8,19,1012.2,62,0,4,1.9,5.4,0,4,0,1,0,154.308333,153.541667,hazardous
2018,4,10,27.4,33,22.1,1007.8,67.6,331.46,4.6,3.2,10,0,10,0,13,0,7.205263,7.105263,hazardous
2019,9,25,25.9,30.6,24.2,1015,90,9.91,4.3,1.1,9.4,0,21,0,9,0,19.5875,19.25,hazardous
2017,10,7,28.1,32.5,26.5,1006.5,81,1.78,4.2,1.5,3.5,0,9,0,1,0,21.254167,21.166667,hazardous
2019,8,27,30.7,35.3,27.4,1001.7,72,0,5,4.6,7.6,0,17,1,1,0,25.725,24.375,hazardous
2018,11,11,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,162.770833,161,hazardous
2016,11,24,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,0,4,0,1,0,115.7875,115.416667,hazardous
2017,3,18,25,30.1,20.1,1009.5,64.5,98.81,4.2,1.8,5.8,0,5,0,6,1,71.9875,68,hazardous
2018,9,24,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,0,10,0,6,0,77.74,98.5,hazardous
2017,12,27,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,175.308333,176.5,hazardous
2017,12,17,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,191.216667,187.583333,hazardous
2018,7,18,29.4,32.6,26.7,998.9,81,354.84,4.5,3.7,7.9,0,22,0,5,0,25.729167,16.166667,hazardous
2019,1,29,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,131.3,130.875,hazardous
2017,3,3,25.9,33.4,21.4,1007.1,67,0,4,0.9,3.5,0,5,0,6,1,101.154167,100.041667,hazardous
2016,3,16,27.8,32.4,22.7,1010.4,49,0,3.9,1.5,5.4,0,8,0,5,1,145.05,144.291667,hazardous
2016,7,29,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,69.095833,68.958333,hazardous
2018,8,6,29.8,33.6,27.1,1000,77.6,166.12,4.6,3.2,8,0,19,0,4,0,47.425,84.333333,hazardous
2018,11,5,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,0,0,0,0,0,63.958333,18.75,hazardous
2019,1,6,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,0,0,0,0,0,159.2625,161.375,hazardous
2017,5,2,27.8,33,21,1010.1,67,0,4.7,0,3.5,0,10,0,6,0,47.75,52.458333,hazardous
2019,9,27,28.7,32.2,25,1013.1,76,0,5,1.9,7.6,0,21,0,9,0,41.975,41.75,hazardous
2019,10,13,28.8,33.5,24.2,1010.2,66,0,4.7,3.9,9.4,0,8,0,6,0,64.4375,64.375,hazardous
2016,6,24,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,24.695833,24.5,hazardous
2016,12,5,21.6,27.6,17.2,1013.3,70,0,3.5,1.2,3.6,0,0,0,0,0,126.341667,128,hazardous
2017,7,30,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,60.4125,60.75,hazardous
2016,7,29,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,69.095833,68.958333,hazardous
2019,10,21,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,90.3125,89.875,hazardous
2016,12,13,21.6,27.6,17.2,1013.3,70,0,3.5,1.2,3.6,0,0,0,0,0,150.495833,152.375,hazardous
2016,7,31,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,34.758333,34.125,hazardous
2017,5,25,31.3,35.2,28.6,1003.5,74,0,5,1.5,3.5,0,10,0,6,0,38.258333,38.166667,hazardous
2019,10,29,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,73.470833,74.375,hazardous
2017,2,26,22.2,29.8,15.6,1010.3,41,0,4.8,0.9,3.5,0,0,0,0,1,138.28,179.833333,hazardous
2018,3,31,24.2,28.9,18,1009.6,68,13.72,4.8,3.7,11.1,0,2,0,0,0,45.933333,75,hazardous
2016,1,5,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,hazardous
2016,7,12,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,23.9125,24.041667,hazardous
2016,2,21,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,hazardous
2018,6,22,29.4,33.4,25.6,999.6,81,304.3,4.5,3.5,10.4,0,20,0,11,0,28.566667,27.916667,hazardous
2018,3,8,26.5,32,17.5,1011.4,39,0,4.5,1.9,5.4,0,2,0,0,0,101.675,102.083333,hazardous
2019,5,13,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,0,3,0,2,0,59.1375,60.291667,hazardous
2019,7,16,29.5,34.6,24.6,1001.1,86,2.54,4.8,2,5.4,0,21,0,9,0,63.091667,65.458333,hazardous
2016,9,4,29,32.7,26.7,1004.3,81.9,143.77,4.6,0.9,4.3,0,18,0,6,0,31.1,30.5,hazardous
2016,1,5,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,0,1,0,0,11,77.74,78.47,hazardous
2017,12,12,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,78.833333,83.25,hazardous
2016,2,12,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,hazardous
2017,11,26,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,145.583333,145.833333,hazardous
2017,10,28,25.9,30,21.4,1012,70,0,3.7,0,6.3,0,9,0,1,0,80.191667,79.833333,hazardous
2018,10,5,27.4,31.6,23.5,1010.8,69.5,55.37,4.2,2.3,8.1,0,7,0,0,0,77.74,98.5,hazardous
2019,8,21,31,34.9,27.6,1001.9,75,1.02,4.7,1.9,5.4,0,17,1,1,0,38.25,39.208333,hazardous
2017,1,22,20.8,26.2,15.5,1013.5,62.8,0,3.2,1.6,4.2,0,0,0,0,1,210.191667,210.541667,hazardous
2018,6,22,29.4,33.4,25.6,999.6,81,304.3,4.5,3.5,10.4,0,20,0,11,0,28.566667,27.916667,hazardous
2016,5,15,30.6,34.7,26.8,1005.8,73,0,4.5,2.4,5.4,0,11,0,9,0,39.9,39.166667,hazardous
2018,9,24,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,0,10,0,6,0,77.74,98.5,hazardous
2019,10,29,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,73.470833,74.375,hazardous
2019,10,4,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,50.445833,50.375,hazardous
2016,4,24,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,49.579167,49.666667,hazardous
2016,3,16,27.8,32.4,22.7,1010.4,49,0,3.9,1.5,5.4,0,8,0,5,1,145.05,144.291667,hazardous
2016,7,12,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,23.9125,24.041667,hazardous
2017,11,9,25.7,31.2,21.2,1010.4,67,0,4.5,0.6,3.5,0,3,0,0,0,68.566667,72.791667,hazardous
2016,6,18,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,0,4,0,3,0,29.925,29.875,hazardous
2016,4,24,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,49.579167,49.666667,hazardous
2016,12,18,21.6,27.6,17.2,1013.3,70,0,3.5,1.2,3.6,0,0,0,0,0,196.533333,194.916667,hazardous
2018,11,7,24.4,29.1,22,1013.3,74,0,4,1.1,5.4,0,0,0,0,0,128.729167,126.333333,hazardous
2016,8,20,30.7,33.6,27.8,1000.5,76,0,4.7,1.9,5.4,0,18,0,4,0,53.491667,55.291667,hazardous
2017,1,16,20.8,26.2,15.5,1013.5,62.8,0,3.2,1.6,4.2,0,0,0,0,1,171.7625,172.375,hazardous
2017,8,22,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,0,19,0,9,0,44.383333,42.083333,hazardous
2019,5,13,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,0,3,0,2,0,59.1375,60.291667,hazardous
2018,12,21,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,130.683333,130.25,hazardous
2016,12,5,21.6,27.6,17.2,1013.3,70,0,3.5,1.2,3.6,0,0,0,0,0,126.341667,128,hazardous
2019,5,22,29.5,34.9,23.5,1005,72,14.99,4.2,8.3,11.1,0,3,0,2,0,44.145833,43.208333,hazardous
2018,12,31,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,0,0,0,0,0,128.179167,127.958333,hazardous
2018,11,7,24.4,29.1,22,1013.3,74,0,4,1.1,5.4,0,0,0,0,0,128.729167,126.333333,hazardous
2017,9,4,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,0,15,0,9,0,28.2375,29.541667,hazardous
2017,4,26,30.7,34,21.3,1005.7,76,0,5,7.2,14.8,0,9,0,7,0,69.470833,71.041667,hazardous
2016,2,21,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,hazardous
2017,12,3,22.3,28.5,18,1012.5,56,0,4.2,0,4.4,0,3,0,0,7,105.566667,104.958333,hazardous
2016,4,5,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,45.783333,2.5,hazardous
2018,5,1,27.7,33,21.5,1007.7,69,0,4.3,4.4,9.4,0,15,0,12,0,30.441667,30.833333,hazardous
2016,4,30,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,47.795833,47.916667,hazardous
2016,5,28,26.9,29,24.9,1002.5,83,8.64,4,2,5.4,0,11,0,9,0,40.579167,40,hazardous
2019,10,2,29.6,33.3,24.9,1008.1,75,0,4.7,3,5.4,0,8,0,6,0,37.083333,37.041667,hazardous
2017,11,1,25.1,30.5,20,1013.1,69,0,4,1.9,3.5,0,3,0,0,0,49.6,50.583333,hazardous
2017,1,8,20.8,27,13.8,1011.6,59,0,3.5,0.9,3.5,0,0,0,0,1,193.25,194.38,hazardous
2016,2,5,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,hazardous
2018,7,4,29.4,32.6,26.7,998.9,81,354.84,4.5,3.7,7.9,0,22,0,5,0,26.929167,27.791667,hazardous
2019,10,30,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,83.041667,83.083333,hazardous
2018,4,5,27.4,33,22.1,1007.8,67.6,331.46,4.6,3.2,10,0,10,0,13,0,88.87,81.45,hazardous
2016,10,24,28.3,33,25.4,1006.9,74.3,73.9,4.6,0.9,4.4,0,11,0,6,0,74.416667,75.166667,hazardous
2017,11,9,25.7,31.2,21.2,1010.4,67,0,4.5,0.6,3.5,0,3,0,0,0,68.566667,72.791667,hazardous
2018,1,16,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,0,0,0,0,9,210.575,207.583333,hazardous
2019,11,1,27.2,32.2,23.2,1009.7,69,0,4.7,2.8,5.4,0,3,0,0,0,99.9,100,hazardous
2016,6,3,31.6,36,28,1004.2,65,0,4.7,3.5,5.4,0,4,0,3,0,49.35,49.166667,hazardous
2017,10,22,24.6,28.5,22,1006.7,87,0.76,4.3,0,6.3,0,9,0,1,0,22.491667,24.5,hazardous
2018,3,21,28.8,34.6,21.5,1008.5,42,0,4.5,2,5.4,0,2,0,0,0,106.823809,106.047619,hazardous
2017,12,31,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,141.391667,143.333333,hazardous
2016,6,3,31.6,36,28,1004.2,65,0,4.7,3.5,5.4,0,4,0,3,0,49.35,49.166667,hazardous
2016,5,28,26.9,29,24.9,1002.5,83,8.64,4,2,5.4,0,11,0,9,0,40.579167,40,hazardous
2017,10,28,25.9,30,21.4,1012,70,0,3.7,0,6.3,0,9,0,1,0,80.191667,79.833333,hazardous
2018,7,20,30.9,36,28.2,996.3,73,3.05,4.5,1.9,5.4,0,22,0,5,0,51.233333,6,hazardous
2017,10,22,24.6,28.5,22,1006.7,87,0.76,4.3,0,6.3,0,9,0,1,0,22.491667,24.5,hazardous
2016,7,29,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,0,22,0,4,0,69.095833,68.958333,hazardous
2019,7,24,29.9,34.6,26.8,1001.6,80,11.94,4.5,4.8,9.4,0,21,0,9,0,19.116667,19.666667,hazardous
2017,10,24,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,0,9,0,1,0,72.829167,73.5,hazardous
2017,5,19,31.2,36,28.4,1003.7,71,0,5.6,2.2,5.4,0,10,0,6,0,56.270833,57.125,hazardous
2016,1,14,20.3,25.2,14.2,1015,57,0,1.6,0,5.1,0,1,0,0,11,77.74,78.47,hazardous
2016,1,22,17.3,20,14.8,1017.5,75,0,1.9,8.9,18.3,0,1,0,0,11,77.74,78.47,hazardous
2018,11,7,24.4,29.1,22,1013.3,74,0,4,1.1,5.4,0,0,0,0,0,128.729167,126.333333,hazardous
2019,9,25,25.9,30.6,24.2,1015,90,9.91,4.3,1.1,9.4,0,21,0,9,0,19.5875,19.25,hazardous
2018,7,29,29.4,32.6,26.7,998.9,81,354.84,4.5,3.7,7.9,0,22,0,5,0,50.408333,50.208333,hazardous
2016,4,9,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,53.166667,52.375,hazardous
2016,4,30,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,0,5,0,2,0,47.795833,47.916667,hazardous
2018,7,21,28.8,31.3,27.4,998.2,83,2.03,4.2,7.6,11.1,0,22,0,5,0,10.754167,31.291667,hazardous
2019,5,22,29.5,34.9,23.5,1005,72,14.99,4.2,8.3,11.1,0,3,0,2,0,44.145833,43.208333,hazardous
2017,7,10,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,31.741667,31.666667,hazardous
2016,2,21,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,0,2,0,0,8,77.74,78.47,hazardous
2019,5,22,29.5,34.9,23.5,1005,72,14.99,4.2,8.3,11.1,0,3,0,2,0,44.145833,43.208333,hazardous
2018,10,4,27.4,31.6,23.5,1010.8,69.5,55.37,4.2,2.3,8.1,0,7,0,0,0,77.74,98.5,hazardous
2017,6,13,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,34.125,35.166667,hazardous
2017,12,12,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,78.833333,83.25,hazardous
2017,4,26,30.7,34,21.3,1005.7,76,0,5,7.2,14.8,0,9,0,7,0,69.470833,71.041667,hazardous
2017,3,3,25.9,33.4,21.4,1007.1,67,0,4,0.9,3.5,0,5,0,6,1,101.154167,100.041667,hazardous
2019,10,4,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,50.445833,50.375,hazardous
2017,1,15,20.8,26.2,15.5,1013.5,62.8,0,3.2,1.6,4.2,0,0,0,0,1,177.195833,177.5,hazardous
2018,10,4,27.4,31.6,23.5,1010.8,69.5,55.37,4.2,2.3,8.1,0,7,0,0,0,77.74,98.5,hazardous
2017,7,18,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,0,14,0,8,0,78.537083,78.570562,hazardous
2019,10,21,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,0,8,0,6,0,90.3125,89.875,hazardous
2017,6,25,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,0,7,0,6,0,11.208333,10.416667,hazardous
2017,12,12,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,0,3,0,0,7,78.833333,83.25,hazardous
2017,7,2,28.6,32.2,26.9,998.2,89,21.08,3.9,3.5,5.4,0,14,0,8,0,15.933333,16.625,hazardous
2016,10,2,28.9,32.3,27.2,1008.5,84,0,5,0.7,3.5,0,11,0,6,0,56.441667,57.125,hazardous
2017,11,1,25.1,30.5,20,1013.1,69,0,4,1.9,3.5,0,3,0,0,0,49.6,50.583333,hazardous
2017,5,24,29.9,34.3,25.6,1004.6,72.4,201.69,5.1,2.2,7,0,10,0,6,0,126.945833,46.416667,hazardous
2017,8,7,29.4,32.4,26,1004.1,78,5.08,5.1,0.7,3.5,0,19,0,9,0,27.8625,27.875,hazardous
2017,11,26,25.4,30.3,20.6,1011,64,5.85,4.3,1.6,5.4,0,3,0,0,0,145.583333,145.833333,hazardous
