@relation 'missing_fixed_cat-weka.filters.unsupervised.attribute.Remove-R1-2,14-17,19-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R11'

@attribute Day numeric
@attribute Temp numeric
@attribute TMax numeric
@attribute Tmin numeric
@attribute SLP numeric
@attribute Humidity numeric
@attribute PPresure numeric
@attribute VVisiblity numeric
@attribute VavgWindSpeed numeric
@attribute VMWindSpeed numeric
@attribute NowCast numeric
@attribute Raw numeric
@attribute AQI_CATEGORY {'very unhealthy ',hazardous,moderate,good,'moderate unhealthy ',unhealthy}

@data
17,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,45.779167,45.833333,good
12,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,63.475,64.333333,good
29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,49.825,51.333333,good
3,27.8,31.3,26.6,998.5,92,28.7,3.5,2.4,3.5,25.258333,25.916667,good
12,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,63.475,64.333333,good
24,28.7,32,25.8,1003.7,82,0.51,4.5,5,11.1,43.383333,44.5,good
7,31.1,35.5,27.7,1002.7,77,1.27,5.5,1.1,3.5,54.55,53.625,good
19,30.6,34.6,27.2,1005,72,0,4.7,4.8,9.4,29.595833,30.166667,good
10,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,156.879167,155.958333,good
29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,49.825,51.333333,good
19,30.6,34.6,27.2,1005,72,0,4.7,4.8,9.4,29.595833,30.166667,good
8,26.6,32.7,22.5,1009.5,56,0,3.1,3,9.4,118.579167,114.541667,good
30,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,281.133333,276.958333,good
29,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,69.4375,65.375,good
24,28.7,32,25.8,1003.7,82,0.51,4.5,5,11.1,43.383333,44.5,good
20,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,77.74,98.5,good
6,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,29.433333,29.166667,good
4,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,87.1125,86.208333,good
29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,49.825,51.333333,good
20,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,79.225,78.541667,good
22,24.7,31.2,18.3,1011.1,61,0,4.7,1.5,3.5,107.775,109.75,good
17,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,45.779167,45.833333,good
26,22.9,27.5,18.5,1012.3,74,0,2.6,0.9,3.5,216.0875,217.041667,good
2,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,172.229167,169.041667,good
27,32.1,36.8,28.2,1006,65,0,4.8,4.3,5.4,41.541667,41.958333,good
6,29.5,33.2,26.8,1001.3,78.1,172.98,4.8,2.1,5.5,21.091667,20.958333,good
14,30.5,34.5,27.4,999.7,75,0,4.8,2.6,3.5,30.258333,29.958333,good
29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,49.825,51.333333,good
10,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,18.970833,18.666667,good
12,27.9,32.4,23.6,1005.5,76.6,333.76,4.6,4.2,9.2,45.425,47.208333,good
31,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,50.1375,49.25,good
28,27.1,31.3,20.6,1015.7,52,0,2.9,0.7,3.5,77.74,78.47,good
30,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,77.645833,77.875,good
2,22.1,28.5,16.8,1015.2,68,0,1.6,1.9,5.4,77.74,78.47,good
4,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,16.079167,16.166667,good
20,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,77.74,98.5,good
8,20.8,31,15.5,1011.6,68,0,4.2,0.6,3.5,106.616667,109.416667,good
3,30.3,35.1,25.8,1008.9,72,0,5,0.9,3.5,92.304167,91.125,good
9,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,198.4625,195.791667,good
4,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,16.079167,16.166667,good
26,22.9,27.5,18.5,1012.3,74,0,2.6,0.9,3.5,216.0875,217.041667,good
22,24.7,31.2,18.3,1011.1,61,0,4.7,1.5,3.5,107.775,109.75,good
31,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,50.1375,49.25,good
19,30.6,34.6,27.2,1005,72,0,4.7,4.8,9.4,29.595833,30.166667,good
7,29.4,34,23,1006.5,75,0,4.8,2.6,5.4,68.741667,67.583333,good
1,26.7,32,23.6,1006.1,87,1.52,3.9,4.3,9.4,32.616667,32.25,good
26,22.9,27.5,18.5,1012.3,74,0,2.6,0.9,3.5,216.0875,217.041667,good
29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,49.825,51.333333,good
8,26.6,32.7,22.5,1009.5,56,0,3.1,3,9.4,118.579167,114.541667,good
22,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,225.241667,220.458333,good
25,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,156.920833,155.041667,good
13,26.5,34.2,22,1009.2,61,0,4.3,2.4,5.4,66.070833,64,good
15,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,46.179167,45.958333,good
17,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,77.74,78.47,good
9,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,198.4625,195.791667,good
24,28.7,32,25.8,1003.7,82,0.51,4.5,5,11.1,43.383333,44.5,good
16,28,32.7,23.4,1006.4,72.2,230.38,4.8,3.5,8.1,34.2125,34.541667,good
29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,49.825,51.333333,good
4,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,37.804167,38.083333,good
4,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,16.079167,16.166667,good
12,30.2,34.8,26.8,1005.4,72.1,33.53,4.4,4.4,8.6,63.475,64.333333,good
17,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,45.779167,45.833333,good
31,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,50.1375,49.25,good
20,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,77.74,98.5,good
30,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,281.133333,276.958333,good
12,29.3,32.8,26.9,1000.3,81.9,360.4,4.5,4.7,9.6,26.883333,28.583333,good
31,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,50.1375,49.25,good
11,29.4,33.4,25.6,999.6,81,304.3,4.5,3.5,10.4,19.395833,19.791667,good
15,30.9,35,27.4,1004.9,73,0,4.8,2.8,5.4,29.854167,29.291667,good
3,27.8,31.3,26.6,998.5,92,28.7,3.5,2.4,3.5,25.258333,25.916667,good
17,31.4,35.4,27.5,998.7,74,7.37,5,0.6,3.5,26.6,102.25,good
5,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,42.7375,42.75,good
1,29.3,33.8,26,1006.4,71,0,5.1,6.3,9.4,33.291667,33.875,good
2,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,172.229167,169.041667,good
15,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,46.179167,45.958333,good
5,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,49.4625,47.833333,good
1,29.3,33.8,26,1006.4,71,0,5.1,6.3,9.4,33.291667,33.875,good
7,29.4,34,23,1006.5,75,0,4.8,2.6,5.4,68.741667,67.583333,good
16,28,32.7,23.4,1006.4,72.2,230.38,4.8,3.5,8.1,34.2125,34.541667,good
22,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,225.241667,220.458333,good
29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,49.825,51.333333,good
10,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,236.858333,240.125,good
2,22.1,28.5,16.8,1015.2,68,0,1.6,1.9,5.4,77.74,78.47,good
26,16.2,22.1,10.2,1015.1,58,0,1.9,1.1,3.5,77.74,78.47,good
2,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,172.229167,169.041667,good
31,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,50.1375,49.25,good
31,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,50.1375,49.25,good
4,29.8,33.6,27.1,1000,77.6,166.12,4.6,3.2,8,50.2375,50.333333,good
29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,49.825,51.333333,good
15,30.9,35,27.4,1004.9,73,0,4.8,2.8,5.4,29.854167,29.291667,good
5,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,42.7375,42.75,good
3,30.6,32.2,25.8,1003.1,76,0.25,4.8,5.6,9.4,77.74,98.5,good
1,29.3,33.8,26,1006.4,71,0,5.1,6.3,9.4,33.291667,33.875,good
23,31.8,36.1,28.2,1003.2,68,0,5.5,1.9,9.4,29.279167,29.208333,good
9,21.7,25,18.4,1013.2,80,0,1,0.9,3.5,77.74,78.47,good
3,27.8,31.3,26.6,998.5,92,28.7,3.5,2.4,3.5,25.258333,25.916667,good
26,29,32.7,26.7,1004.3,81.9,143.77,4.6,0.9,4.3,38.979167,40.541667,good
20,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,21.8,22.208333,good
7,29.1,32.5,27,1001.2,82,0.25,4.7,7.8,9.4,18.1375,18.416667,good
6,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,29.433333,29.166667,good
1,28.7,30.8,25.6,1004.2,85,0,4.8,0,3.5,19.058333,18.458333,good
5,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,49.4625,47.833333,good
21,23.1,28.9,18,1012.5,65,0,4.3,0,5.8,99.716667,101.041667,good
22,24.7,31.2,18.3,1011.1,61,0,4.7,1.5,3.5,107.775,109.75,good
28,25.8,31.8,20.4,1010.3,57,0,4.3,1.3,3.5,99.283333,100.416667,good
17,31.4,35.4,27.5,998.7,74,7.37,5,0.6,3.5,26.6,102.25,good
3,30.6,32.2,25.8,1003.1,76,0.25,4.8,5.6,9.4,77.74,98.5,good
8,26.6,32.7,22.5,1009.5,56,0,3.1,3,9.4,118.579167,114.541667,good
3,27.8,31.3,26.6,998.5,92,28.7,3.5,2.4,3.5,25.258333,25.916667,good
15,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,46.179167,45.958333,good
5,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,42.7375,42.75,good
1,29.3,33.8,26,1006.4,71,0,5.1,6.3,9.4,33.291667,33.875,good
8,20.8,31,15.5,1011.6,68,0,4.2,0.6,3.5,106.616667,109.416667,good
10,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,236.858333,240.125,good
25,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,156.920833,155.041667,good
8,26.6,32.7,22.5,1009.5,56,0,3.1,3,9.4,118.579167,114.541667,good
18,30,33.7,27,1000.7,78.3,218.45,4.7,4.1,8.5,16.3375,16.125,good
10,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,18.970833,18.666667,good
22,29.6,32.4,27.4,1000.4,81,0,5.3,0.9,3.5,35.725,36.083333,good
3,30.6,32.2,25.8,1003.1,76,0.25,4.8,5.6,9.4,77.74,98.5,good
1,31.3,36.3,25.4,1000.3,74,40.39,4.8,1.3,5.4,45.8125,44.708333,good
10,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,236.858333,240.125,good
5,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,22.7125,22.916667,good
3,30.6,34.6,26.7,1000.3,74,0,5.3,5.7,9.4,13.925,13.333333,good
25,21.6,26.5,17.1,1013.6,73.6,33.01,3,0.5,4.4,156.920833,155.041667,good
19,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,77.74,98.5,good
15,30.9,35,27.4,1004.9,73,0,4.8,2.8,5.4,29.854167,29.291667,good
14,28.8,34,22.6,1006.2,77,2.03,4,3,9.4,44.145833,45.125,good
15,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,46.179167,45.958333,good
7,29.3,32.8,26.9,1000.3,81.9,360.4,4.5,4.7,9.6,31.029167,33.25,good
26,22.9,27.5,18.5,1012.3,74,0,2.6,0.9,3.5,216.0875,217.041667,good
30,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,281.133333,276.958333,good
20,27.4,31.6,24,1010,78.5,146.29,4.5,2,7.1,79.225,78.541667,good
30,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,78.1,51.525,good
20,29.8,33.7,26.7,1005.6,76.2,75.43,4.8,3.9,9.9,77.74,98.5,good
2,20.8,25.8,17.6,1011.8,73,0,1.3,0,5.6,288.604167,285.708333,good
3,30.6,34.6,26.7,1000.3,74,0,5.3,5.7,9.4,13.925,13.333333,good
17,19.9,24.8,14.3,1015.2,62.4,2.79,2,1.7,5.1,77.74,78.47,good
31,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,50.1375,49.25,good
1,29.3,33.8,26,1006.4,71,0,5.1,6.3,9.4,33.291667,33.875,good
29,28.5,33.3,24.6,1004.8,73.2,179.58,4.2,3.8,9.4,49.825,51.333333,good
21,23.1,28.9,18,1012.5,65,0,4.3,0,5.8,99.716667,101.041667,good
6,29.5,33.2,26.8,1001.3,78.1,172.98,4.8,2.1,5.5,21.091667,20.958333,good
28,31.6,36.5,28.2,1004.4,67,0,4.5,3.3,5.4,44.5,44.333333,good
14,28.8,34,22.6,1006.2,77,2.03,4,3,9.4,44.145833,45.125,good
11,29.4,33.4,25.6,999.6,81,304.3,4.5,3.5,10.4,19.395833,19.791667,good
6,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,29.433333,29.166667,good
11,25,30.1,20.1,1009.5,64.5,98.81,4.2,1.8,5.8,45.570833,47.541667,good
1,26.7,32,23.6,1006.1,87,1.52,3.9,4.3,9.4,32.616667,32.25,good
22,24.7,31.2,18.3,1011.1,61,0,4.7,1.5,3.5,107.775,109.75,good
30,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,77.645833,77.875,good
1,26.7,32,23.6,1006.1,87,1.52,3.9,4.3,9.4,32.616667,32.25,good
6,29.5,33.2,26.8,1001.3,78.1,172.98,4.8,2.1,5.5,21.091667,20.958333,good
6,29.2,32.4,26.8,1002.1,82.2,574.3,4.6,1,4.3,37.0625,36.833333,'moderate unhealthy '
6,28.3,33,25.4,1006.9,74.3,73.9,4.6,0.9,4.4,71.666667,72.666667,'moderate unhealthy '
21,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,10.975,10.708333,'moderate unhealthy '
15,31.3,34.8,27.6,1000.6,67,0,5,6.5,11.1,13.5125,12.75,'moderate unhealthy '
23,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,181.275,180.791667,'moderate unhealthy '
15,27.3,30.2,25.9,1000.3,89,1.27,4.5,3.3,9.4,42.375,41.75,'moderate unhealthy '
1,26.9,30.2,25.6,1007.9,90,45.72,4.2,3,9.4,32.683333,32.958333,'moderate unhealthy '
12,29.8,33.4,26.4,1001.1,79,246.36,4.8,4.5,11.2,29.391667,29.125,'moderate unhealthy '
28,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,38.145833,38.166667,'moderate unhealthy '
20,28.6,35,22.5,1005.5,72,16.76,6,3.3,7.6,66.073913,22.086957,'moderate unhealthy '
15,27.9,34.4,21,1008,65,0,4.7,0,10,20,18.371429,'moderate unhealthy '
20,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,106.1,105.416667,'moderate unhealthy '
3,28.3,32.6,25.6,999.8,82,16.51,4.3,2.4,5.4,44.691667,84.583333,'moderate unhealthy '
10,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,77.74,78.47,'moderate unhealthy '
23,29.3,33.2,22.8,1005.9,51,0,4.7,2.8,9.4,75.920833,74.708333,'moderate unhealthy '
9,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,56.504167,56.291667,'moderate unhealthy '
10,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,77.74,78.47,'moderate unhealthy '
23,29.3,33.2,22.8,1005.9,51,0,4.7,2.8,9.4,75.920833,74.708333,'moderate unhealthy '
7,26.8,31.6,23.4,1008.8,75,4.06,3.7,4.3,14.8,62.0125,59.458333,'moderate unhealthy '
20,21.2,26.8,18.2,1013.1,67,0,3.9,0.7,3.5,169.841667,168.791667,'moderate unhealthy '
31,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,65.495833,65.541667,'moderate unhealthy '
8,21.2,26.8,14.4,1014.5,68,0,1.9,1.1,3.5,77.74,78.47,'moderate unhealthy '
2,26.7,32.6,20.8,1007.8,56,0,3.9,1.9,9.4,162.8875,163.541667,'moderate unhealthy '
13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,42.108333,42.75,'moderate unhealthy '
13,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,27.1375,26.791667,'moderate unhealthy '
15,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,26.2125,25.916667,'moderate unhealthy '
13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,42.108333,42.75,'moderate unhealthy '
13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,42.108333,42.75,'moderate unhealthy '
28,31.5,36.1,25.2,1002.7,68,0,5.3,3.9,5.4,61.716667,61.458333,'moderate unhealthy '
13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,42.108333,42.75,'moderate unhealthy '
16,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,45.616667,44.958333,'moderate unhealthy '
28,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,40.885714,40.142857,'moderate unhealthy '
26,30.8,35.1,27.7,1002,70,0,5,4.4,9.4,37.270833,38.208333,'moderate unhealthy '
28,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,40.885714,40.142857,'moderate unhealthy '
11,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,34.141667,35.041667,'moderate unhealthy '
13,27.6,33.5,19.5,1000.2,94,21.34,4.5,1.5,3.5,26.55,27.333333,'moderate unhealthy '
13,29.4,32.6,26.7,998.9,81,354.84,4.5,3.7,7.9,17.5125,15.75,'moderate unhealthy '
26,30.8,35.1,27.7,1002,70,0,5,4.4,9.4,37.270833,38.208333,'moderate unhealthy '
13,27.6,33.5,19.5,1000.2,94,21.34,4.5,1.5,3.5,26.55,27.333333,'moderate unhealthy '
18,29.3,32.2,26.5,1006.7,75,0,4.7,2.4,7.6,54.054167,50.166667,'moderate unhealthy '
19,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,127.016667,125.041667,'moderate unhealthy '
5,23.4,29.2,18.3,1012.5,57,20.32,3.3,1.4,5.6,126.704167,133.458333,'moderate unhealthy '
29,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,111.591667,110,'moderate unhealthy '
29,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,111.591667,110,'moderate unhealthy '
10,23.6,28.5,20.4,1014.3,46,0,2.7,1.9,3.5,115.133333,114.041667,'moderate unhealthy '
23,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,181.275,180.791667,'moderate unhealthy '
1,27.9,32.5,26.6,998.5,86,25.15,4,1.3,5.4,22.404167,140.375,'moderate unhealthy '
1,26.9,30.2,25.6,1007.9,90,45.72,4.2,3,9.4,32.683333,32.958333,'moderate unhealthy '
20,21.2,26.8,18.2,1013.1,67,0,3.9,0.7,3.5,169.841667,168.791667,'moderate unhealthy '
15,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,26.2125,25.916667,'moderate unhealthy '
20,21.2,26.8,18.2,1013.1,67,0,3.9,0.7,3.5,169.841667,168.791667,'moderate unhealthy '
23,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,181.275,180.791667,'moderate unhealthy '
26,30.2,32.8,27.9,1004.5,84,0.25,4.3,0.9,3.5,77.429167,80.333333,'moderate unhealthy '
13,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,27.1375,26.791667,'moderate unhealthy '
2,26.7,32.6,20.8,1007.8,56,0,3.9,1.9,9.4,162.8875,163.541667,'moderate unhealthy '
9,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,56.504167,56.291667,'moderate unhealthy '
26,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,45.2,45.291667,'moderate unhealthy '
6,28.3,33,25.4,1006.9,74.3,73.9,4.6,0.9,4.4,71.666667,72.666667,'moderate unhealthy '
16,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,53.745833,9.041667,'moderate unhealthy '
20,28.6,35,22.5,1005.5,72,16.76,6,3.3,7.6,66.073913,22.086957,'moderate unhealthy '
6,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,174.745833,178.041667,'moderate unhealthy '
20,21.2,26.8,18.2,1013.1,67,0,3.9,0.7,3.5,169.841667,168.791667,'moderate unhealthy '
31,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,65.495833,65.541667,'moderate unhealthy '
26,31,34.5,27.7,1003.7,70.3,10.17,4.7,3.1,5.7,45.2,45.291667,'moderate unhealthy '
13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,42.108333,42.75,'moderate unhealthy '
10,24.1,29.3,18.3,1013.9,57,4.07,2.4,1.2,4.6,77.74,78.47,'moderate unhealthy '
9,29.2,31.5,26.9,998.9,88,0.25,4.5,4.8,9.4,30.091667,29,'moderate unhealthy '
13,29.8,33.3,28,1001.3,81,10.67,5,0,5.5,42.108333,42.75,'moderate unhealthy '
28,27.3,33.3,21.7,1009.1,56.9,17.27,4.4,2,5.7,40.885714,40.142857,'moderate unhealthy '
17,22.3,28.3,16.1,1011,56,0,4,1.1,5.4,154.416667,157.083333,'moderate unhealthy '
3,28.3,32.6,25.6,999.8,82,16.51,4.3,2.4,5.4,44.691667,84.583333,'moderate unhealthy '
5,23.4,29.2,18.3,1012.5,57,20.32,3.3,1.4,5.6,126.704167,133.458333,'moderate unhealthy '
1,26.9,30.2,25.6,1007.9,90,45.72,4.2,3,9.4,32.683333,32.958333,'moderate unhealthy '
23,29,32.2,26.1,1001.7,81.7,368.05,4.5,2.4,5.7,29.916667,30.875,'moderate unhealthy '
24,27.4,33.1,21.9,1010.8,56.9,57.92,3.6,2.3,7,110.6625,111.416667,'moderate unhealthy '
28,29.1,33.3,26.3,1006.3,80,162.32,4.7,2.8,7.3,38.145833,38.166667,'moderate unhealthy '
11,28.8,31.5,26.4,1000.7,83,468.13,4.4,1.4,4.3,34.141667,35.041667,'moderate unhealthy '
24,23.6,29.7,18.9,1013.1,65.5,0,3.7,1.1,5.9,125.1,125.458333,'moderate unhealthy '
16,30,33.7,27,1000.7,78.3,218.45,4.7,4.1,8.5,26.7625,26.833333,'moderate unhealthy '
17,22.3,28.3,16.1,1011,56,0,4,1.1,5.4,154.416667,157.083333,'moderate unhealthy '
5,23.4,29.2,18.3,1012.5,57,20.32,3.3,1.4,5.6,126.704167,133.458333,'moderate unhealthy '
1,22.7,27,13.4,1017.8,45,0,3.7,1.3,5.4,130.63913,130.73913,'moderate unhealthy '
19,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,127.016667,125.041667,'moderate unhealthy '
26,30.2,32.8,27.9,1004.5,84,0.25,4.3,0.9,3.5,77.429167,80.333333,'moderate unhealthy '
2,26.7,32.6,20.8,1007.8,56,0,3.9,1.9,9.4,162.8875,163.541667,'moderate unhealthy '
21,29.8,33.4,26.4,1001.1,79,246.36,4.8,4.5,11.2,33.325,33.166667,'moderate unhealthy '
6,21.5,27.6,16.5,1013.2,61.8,0,3.7,1.1,5.6,174.745833,178.041667,'moderate unhealthy '
17,22.3,28.3,16.1,1011,56,0,4,1.1,5.4,154.416667,157.083333,'moderate unhealthy '
9,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,56.504167,56.291667,'moderate unhealthy '
16,29.3,34.4,25.6,1008,60,0,4.5,1.5,5.4,59.675,58.625,'moderate unhealthy '
10,28.8,33.5,26.6,1004.3,79,0.25,4.7,0.6,3.5,37.104167,36.833333,'moderate unhealthy '
19,27.7,31.7,24.8,1006.9,79.4,349.75,4.3,2.3,6.3,27.7125,27.333333,'moderate unhealthy '
9,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,56.504167,56.291667,'moderate unhealthy '
12,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,250.016667,248.708333,'moderate unhealthy '
12,17.1,23.1,12.3,1012.5,67.5,0,2.4,1.3,4.6,250.016667,248.708333,'moderate unhealthy '
20,21.2,26.8,18.2,1013.1,67,0,3.9,0.7,3.5,169.841667,168.791667,'moderate unhealthy '
28,31.5,36.1,25.2,1002.7,68,0,5.3,3.9,5.4,61.716667,61.458333,'moderate unhealthy '
16,29.3,32.9,26.7,1004.9,81.3,383.03,4.6,1.2,4.7,53.745833,9.041667,'moderate unhealthy '
15,31.3,34.8,27.6,1000.6,67,0,5,6.5,11.1,13.5125,12.75,'moderate unhealthy '
20,21.2,26.8,18.2,1013.1,67,0,3.9,0.7,3.5,169.841667,168.791667,'moderate unhealthy '
8,29.3,33.5,26.5,1003,78,0,4.7,3.5,9.4,18.845833,19.041667,'moderate unhealthy '
15,29.3,33,26.3,1000.7,78.5,240.54,4.9,2.1,5.8,26.2125,25.916667,'moderate unhealthy '
15,31.3,34.8,27.6,1000.6,67,0,5,6.5,11.1,13.5125,12.75,'moderate unhealthy '
15,27.9,34.4,21,1008,65,0,4.7,0,10,20,18.371429,'moderate unhealthy '
13,27.6,33.5,19.5,1000.2,94,21.34,4.5,1.5,3.5,26.55,27.333333,'moderate unhealthy '
3,28.3,32.6,25.6,999.8,82,16.51,4.3,2.4,5.4,44.691667,84.583333,'moderate unhealthy '
28,29.9,34.3,25.6,1004.6,72.4,201.69,5.1,2.2,7,74.316667,73.541667,'moderate unhealthy '
12,29.8,33.6,27.1,1000,77.6,166.12,4.6,3.2,8,35.6625,35.875,'moderate unhealthy '
21,30.4,34.2,27.6,1004.2,73,1.78,4.3,2.8,5.4,22.983333,23.333333,'moderate unhealthy '
1,27.9,32.5,26.6,998.5,86,25.15,4,1.3,5.4,22.404167,140.375,'moderate unhealthy '
9,29.9,34,25.2,1003.5,73.7,70.11,5,5.5,12.1,56.504167,56.291667,'moderate unhealthy '
19,19.7,26.1,13.3,1016.4,57.2,0,3.6,1.5,5.4,267.220833,260.333333,'moderate unhealthy '
19,24.1,29.5,20.3,1011.2,72.8,24.13,4.2,0.9,4.3,127.016667,125.041667,'moderate unhealthy '
23,29.4,34,25.6,1005.5,75,0,4.7,0.6,3.5,32.270833,31.291667,'moderate unhealthy '
